"importo","riduzione","cap","nabb0512","nvisit13","nvisite0512","eta13","churn"
44,"ABBONAMENTI MUSEI TORINO","10100",6,3,10,48,"0"
49,"ABBONAMENTI MUSEI TORINO","10123",0,4,0,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",7,1,9,73,"0"
49,"ABBONAMENTI MUSEI TORINO","10147",0,0,0,46,"1"
49,"ABBONAMENTI MUSEI TORINO","10152",0,29,0,54,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",5,1,21,82,"1"
44,"ABBONAMENTI MUSEI TORINO","10051",0,5,0,34,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10100",3,4,3,23,"0"
44,"ABBONAMENTI MUSEI TORINO","14100",0,6,0,55,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10127",8,6,40,48,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",6,4,38,60,"0"
49,"ABBONAMENTI MUSEI TORINO","10042",0,2,0,57,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10126",0,19,0,29,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",7,2,41,71,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10100",0,3,0,25,"1"
44,"ABBONAMENTI MUSEI TORINO","10077",2,5,13,30,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",3,1,12,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",0,22,0,51,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10071",2,1,12,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10088",1,0,0,42,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10100",0,17,0,26,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10041",6,1,72,69,"0"
44,"ABBONAMENTI MUSEI TORINO","47037",0,11,0,49,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10146",1,3,1,21,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10143",1,7,6,36,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10020",4,6,28,52,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10121",1,1,1,28,"1"
49,"ABBONAMENTI MUSEI TORINO","14049",0,7,0,38,"1"
44,"ABBONAMENTI MUSEI TORINO","10093",0,3,0,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",4,6,36,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10123",4,4,18,40,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10057",4,6,23,61,"0"
44,"ABBONAMENTI MUSEI TORINO","12040",2,11,19,40,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",1,2,1,70,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10128",0,1,0,37,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",0,15,0,9,"1"
44,"ABBONAMENTI MUSEI TORINO","10024",0,16,0,38,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",2,12,19,71,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10141",0,13,0,27,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",8,3,55,68,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10138",6,73,29,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10100",3,3,12,39,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10124",3,10,29,66,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10093",2,1,6,66,"1"
44,"ABBONAMENTI MUSEI TORINO","10143",8,11,58,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10075",5,5,26,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",4,10,31,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",5,9,67,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",7,9,59,43,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10137",1,12,5,21,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10127",0,7,0,26,"1"
44,"ABBONAMENTI MUSEI TORINO","10138",1,8,3,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10091",6,5,58,52,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",2,6,17,68,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",1,4,11,67,"0"
49,"ABBONAMENTI MUSEI TORINO","10146",0,0,0,26,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",0,1,0,71,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10155",0,35,0,29,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10155",0,7,0,22,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10155",0,35,0,30,"0"
44,"ABBONAMENTI MUSEI TORINO","10067",1,3,9,35,"0"
49,"ABBONAMENTI MUSEI TORINO","10151",3,14,23,39,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10090",0,6,0,83,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10078",6,7,29,81,"0"
49,"ABBONAMENTI MUSEI TORINO","10078",0,6,0,51,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10127",8,8,77,78,"0"
49,"ABBONAMENTI MUSEI TORINO","10010",0,3,0,62,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",6,10,66,70,"0"
44,"ABBONAMENTI MUSEI TORINO","10144",4,2,17,35,"1"
49,"ABBONAMENTI MUSEI TORINO","15033",1,0,9,50,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10127",8,18,188,51,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",6,8,70,43,"0"
49,"ABBONAMENTI MUSEI TORINO","10071",0,13,0,46,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10144",7,3,38,73,"0"
44,"ABBONAMENTI MUSEI TORINO","28100",1,12,28,41,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10094",2,9,16,54,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",7,8,44,78,"1"
44,"ABBONAMENTI MUSEI TORINO","10126",7,3,45,45,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10098",2,8,11,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10095",0,7,0,25,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",0,1,0,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10145",4,2,43,53,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10072",1,7,11,49,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10122",0,0,0,63,"1"
44,"ABBONAMENTI MUSEI TORINO","10078",2,0,1,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",2,6,29,53,"1"
49,"ABBONAMENTI MUSEI TORINO","10044",0,4,0,59,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",1,8,14,23,"1"
44,"ABBONAMENTI MUSEI TORINO","10043",0,10,0,57,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10132",2,6,11,57,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10149",1,3,1,26,"1"
44,"ABBONAMENTI MUSEI TORINO","10128",0,1,0,63,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10125",0,1,0,20,"1"
49,"ABBONAMENTI MUSEI TORINO","10122",0,19,0,40,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10152",0,2,0,69,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10153",1,1,4,27,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10153",0,1,0,20,"1"
49,"ABBONAMENTI MUSEI TORINO","10128",0,3,0,34,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",4,5,36,69,"0"
44,"ABBONAMENTI MUSEI TORINO","13836",2,11,24,35,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10146",0,1,0,25,"1"
44,"ABBONAMENTI MUSEI TORINO","10141",8,9,86,38,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10147",1,3,15,78,"1"
44,"ABBONAMENTI MUSEI TORINO","10129",1,8,16,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10129",6,9,78,50,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10128",0,7,0,22,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10143",0,5,0,68,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10143",1,8,9,21,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10138",0,5,0,76,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10095",8,3,37,46,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",0,11,0,61,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10121",2,2,9,85,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",4,4,33,77,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10100",2,3,12,28,"0"
44,"ABBONAMENTI MUSEI TORINO","10148",8,8,69,61,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","81100",0,18,0,25,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10148",3,1,6,22,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10040",0,5,0,52,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10129",6,0,37,50,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",6,13,12,71,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10122",0,0,0,63,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10078",2,0,10,49,"1"
44,"ABBONAMENTI MUSEI TORINO","10024",2,7,13,42,"0"
44,"ABBONAMENTI MUSEI TORINO","10144",0,11,0,38,"1"
44,"ABBONAMENTI MUSEI TORINO","10070",2,7,14,33,"1"
49,"ABBONAMENTI MUSEI TORINO","10128",0,0,0,47,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10125",0,6,0,23,"1"
49,"ABBONAMENTI MUSEI TORINO","10128",0,0,0,54,"1"
44,"ABBONAMENTI MUSEI TORINO","10072",2,7,17,46,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10136",3,4,31,29,"0"
49,"ABBONAMENTI MUSEI TORINO","10145",0,10,0,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",8,5,67,35,"0"
49,"ABBONAMENTI MUSEI TORINO","10125",1,2,1,41,"0"
49,"ABBONAMENTI MUSEI TORINO","10124",0,4,0,44,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10147",6,5,37,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10059",1,1,3,67,"1"
44,"ABBONAMENTI MUSEI TORINO","10060",1,4,4,42,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10151",1,3,3,21,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10098",8,4,49,73,"0"
44,"ABBONAMENTI MUSEI TORINO","10124",6,8,65,42,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",1,5,8,87,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",5,1,24,58,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10121",0,10,0,71,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",6,2,17,68,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10038",4,3,8,68,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10124",6,1,24,80,"0"
44,"ABBONAMENTI MUSEI TORINO","10151",2,6,8,56,"0"
49,"ABBONAMENTI MUSEI TORINO","12030",0,10,0,58,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10040",8,8,75,79,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10155",6,7,28,33,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10133",0,15,0,24,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10065",0,9,0,23,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",8,15,57,70,"0"
49,"ABBONAMENTI MUSEI TORINO","10053",0,5,0,42,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10128",2,11,10,59,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10127",2,8,24,55,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","15033",5,5,18,74,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",8,3,73,52,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10096",4,1,15,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",7,3,60,76,"0"
30,"OFFERTA SU QUANTITATIVO 30€","14054",1,8,5,55,"1"
44,"ABBONAMENTI MUSEI TORINO","10093",1,2,2,40,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10124",8,6,64,52,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10154",2,3,19,46,"0"
44,"ABBONAMENTI MUSEI TORINO","10080",2,4,6,32,"0"
44,"ABBONAMENTI MUSEI TORINO","10145",0,8,0,37,"0"
44,"ABBONAMENTI MUSEI TORINO","10147",1,7,7,43,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10125",2,2,5,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10151",0,2,0,63,"1"
49,"ABBONAMENTI MUSEI TORINO","10136",0,8,0,27,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",1,13,8,41,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10138",0,33,0,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",5,10,24,52,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10142",6,8,39,68,"0"
44,"ABBONAMENTI MUSEI TORINO","14017",1,0,5,38,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",7,6,40,45,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10040",2,12,40,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10092",0,12,0,55,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10131",2,1,8,53,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10155",5,12,45,56,"0"
44,"ABBONAMENTI MUSEI TORINO","15030",5,7,15,50,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",2,5,18,68,"1"
44,"ABBONAMENTI MUSEI TORINO","20060",0,7,0,36,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10124",7,4,58,41,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10136",7,9,54,52,"1"
44,"ABBONAMENTI MUSEI TORINO","10070",1,3,6,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",1,4,14,65,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10070",4,20,123,35,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10090",8,1,44,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10070",1,1,2,79,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10098",6,31,104,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10040",4,2,23,49,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10093",0,5,0,77,"1"
44,"ABBONAMENTI MUSEI TORINO","10040",0,13,0,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10091",3,1,6,50,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",5,29,144,66,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10042",0,8,0,39,"0"
44,"ABBONAMENTI MUSEI TORINO","10125",1,10,12,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",3,15,42,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10153",4,6,22,57,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",0,1,0,19,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",4,19,75,65,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",0,1,0,18,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",8,9,60,71,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10042",1,1,11,58,"1"
44,"ABBONAMENTI MUSEI TORINO","10090",1,5,6,41,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10136",8,29,154,61,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10129",0,13,0,63,"0"
49,"ABBONAMENTI MUSEI TORINO","10092",0,9,0,36,"1"
44,"ABBONAMENTI MUSEI TORINO","10078",3,2,14,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",2,13,13,58,"1"
44,"ABBONAMENTI MUSEI TORINO","10146",6,0,13,55,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",6,11,58,69,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10123",0,2,0,43,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10135",1,0,5,43,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",4,25,54,68,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10098",3,8,27,54,"0"
44,"ABBONAMENTI MUSEI TORINO","10025",2,5,28,42,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10128",0,3,0,22,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",8,10,91,65,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10145",0,4,0,8,"0"
44,"ABBONAMENTI MUSEI TORINO","10145",3,7,36,48,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10148",1,5,4,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",0,9,0,66,"1"
44,"ABBONAMENTI MUSEI TORINO","10043",2,7,24,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",1,0,14,35,"1"
44,"ABBONAMENTI MUSEI TORINO","10040",3,0,17,34,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",1,6,10,76,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",6,2,12,45,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10123",0,0,0,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10022",6,5,45,62,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","12045",3,7,9,41,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",2,9,23,51,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10022",4,0,47,53,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",8,2,23,72,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",5,12,45,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10135",6,6,62,64,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10146",0,16,0,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",8,19,236,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",5,9,32,53,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",4,13,20,68,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10124",1,3,0,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10151",1,2,8,62,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10136",5,4,30,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10025",2,2,16,33,"0"
44,"ABBONAMENTI MUSEI TORINO","10132",0,7,0,46,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10048",1,0,2,35,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10095",2,0,8,70,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10128",1,5,4,55,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10145",6,4,19,68,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10093",1,6,2,24,"0"
44,"ABBONAMENTI MUSEI TORINO","10015",3,7,6,59,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10060",0,6,0,27,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",8,17,126,65,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10020",2,8,22,64,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",8,6,60,76,"0"
28,"OFFERTA CONVENZIONE 28€","10064",0,4,0,15,"0"
30,"OFFERTA SU QUANTITATIVO 30€","14021",2,5,9,35,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",0,1,0,37,"1"
44,"ABBONAMENTI MUSEI TORINO","16010",0,4,0,55,"0"
49,"ABBONAMENTI MUSEI TORINO","10135",0,6,0,32,"1"
49,"ABBONAMENTI MUSEI TORINO","10123",0,6,0,29,"1"
49,"ABBONAMENTI MUSEI TORINO","10123",0,1,0,38,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10144",8,4,37,40,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","12020",2,5,28,38,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",4,1,14,57,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10121",1,0,4,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10043",7,5,72,67,"0"
44,"ABBONAMENTI MUSEI TORINO","10139",0,1,0,60,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10071",2,12,5,24,"0"
44,"ABBONAMENTI MUSEI TORINO","10071",1,12,4,59,"0"
44,"ABBONAMENTI MUSEI TORINO","10142",4,6,28,46,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10142",1,2,3,73,"1"
44,"ABBONAMENTI MUSEI TORINO","10134",5,2,18,28,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10098",2,16,25,65,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10151",0,0,0,61,"1"
44,"ABBONAMENTI MUSEI TORINO","10143",1,20,16,53,"0"
49,"ABBONAMENTI MUSEI TORINO","10093",6,16,72,37,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",7,2,50,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10152",2,2,10,40,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10154",1,2,0,24,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10149",1,4,13,51,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10095",0,0,0,54,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10132",4,8,31,69,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10122",1,7,13,29,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10134",0,5,0,67,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10153",0,8,0,35,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10156",7,5,39,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10135",3,11,14,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10023",3,11,30,72,"0"
44,"ABBONAMENTI MUSEI TORINO","20144",1,12,9,49,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10144",8,3,11,67,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10121",0,1,0,36,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",4,12,34,82,"0"
44,"ABBONAMENTI MUSEI TORINO","10123",0,9,0,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",0,0,0,53,"1"
44,"ABBONAMENTI MUSEI TORINO","10024",1,1,13,33,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10136",0,1,0,78,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","13100",0,11,0,37,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",6,1,19,67,"0"
49,"ABBONAMENTI MUSEI TORINO","10136",1,4,6,46,"0"
44,"ABBONAMENTI MUSEI TORINO","10067",1,6,21,40,"1"
44,"ABBONAMENTI MUSEI TORINO","10064",3,4,32,55,"0"
0,"ABBONAMENTO MUSEI OMAGGIO","10128",5,8,16,32,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10025",0,0,0,67,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10125",1,0,4,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10071",1,5,8,73,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10145",5,3,12,82,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10072",1,0,6,31,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",5,2,5,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",8,10,56,71,"0"
44,"ABBONAMENTI MUSEI TORINO","10071",8,19,114,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10138",6,0,11,34,"1"
49,"ABBONAMENTI MUSEI TORINO","10042",0,13,0,38,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",0,6,0,29,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",5,3,29,65,"0"
28,"OFFERTA CONVENZIONE 28€","10152",0,0,0,59,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",4,8,31,77,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10036",4,8,59,39,"1"
49,"ABBONAMENTI MUSEI TORINO","10098",3,4,32,39,"1"
44,"ABBONAMENTI MUSEI TORINO","10138",7,4,49,48,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",6,6,50,66,"0"
44,"ABBONAMENTI MUSEI TORINO","15020",0,2,0,58,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10137",6,15,54,22,"0"
49,"ABBONAMENTI MUSEI TORINO","40026",0,8,0,35,"1"
0,"ABBONAMENTO MUSEI OMAGGIO","10155",0,7,0,33,"1"
49,"ABBONAMENTI MUSEI TORINO","10090",0,10,0,37,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10050",0,0,0,70,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10135",1,14,1,19,"0"
44,"ABBONAMENTI MUSEI TORINO","10137",3,0,8,58,"1"
44,"ABBONAMENTI MUSEI TORINO","10135",2,5,19,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10143",5,9,46,47,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",6,2,42,43,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10154",0,3,0,81,"0"
49,"ABBONAMENTI MUSEI TORINO","10121",0,4,0,38,"1"
49,"ABBONAMENTI MUSEI TORINO","13878",0,5,0,52,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",5,11,27,56,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10040",1,3,3,55,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10136",8,3,83,51,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",6,4,26,52,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",0,6,0,59,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10074",0,4,0,47,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10146",1,4,21,47,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10043",0,3,0,42,"1"
49,"ABBONAMENTI MUSEI TORINO","10127",0,17,0,56,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10124",1,2,1,27,"1"
44,"ABBONAMENTI MUSEI TORINO","10135",3,6,20,44,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10126",1,3,3,17,"0"
28,"OFFERTA CONVENZIONE 28€","10155",2,9,15,18,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10146",2,1,5,53,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10025",2,25,9,34,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",1,8,22,72,"0"
49,"ABBONAMENTI MUSEI TORINO","10143",0,1,0,53,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10035",0,25,0,23,"0"
28,"OFFERTA CONVENZIONE 28€","10147",1,6,4,20,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10136",0,0,0,29,"0"
44,"ABBONAMENTI MUSEI TORINO","10073",1,11,8,39,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",0,7,0,18,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10095",5,4,7,73,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10149",5,6,25,66,"0"
