"importo","riduzione","cap","nabb0512","nvisit13","nvisite0512","eta13","churn"
49,"ABBONAMENTI MUSEI TORINO","10132",4,6,20,55,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10138",0,2,0,61,"1"
44,"ABBONAMENTI MUSEI TORINO","10122",3,2,6,59,"1"
0,"ABBONAMENTO MUSEI OMAGGIO","10123",0,1,0,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",4,6,27,72,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",3,9,45,39,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10151",5,5,31,72,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",7,1,28,50,"0"
49,"ABBONAMENTI MUSEI TORINO","16157",0,4,0,32,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10125",3,9,38,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10147",3,12,20,74,"0"
44,"ABBONAMENTI MUSEI TORINO","10144",3,9,21,34,"0"
44,"ABBONAMENTI MUSEI TORINO","10135",7,32,204,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10139",1,15,11,28,"0"
28,"OFFERTA CONVENZIONE 28€","10126",0,1,0,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10136",2,10,39,66,"0"
49,"ABBONAMENTI MUSEI TORINO","10126",1,6,2,52,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10151",3,9,31,69,"0"
28,"OFFERTA CONVENZIONE 28€","10050",0,3,0,15,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","12030",0,1,0,59,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",7,9,36,79,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10048",3,0,5,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",2,2,8,65,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",1,6,4,68,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10123",0,1,0,54,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10155",0,8,0,73,"0"
44,"ABBONAMENTI MUSEI TORINO","10020",0,7,0,46,"1"
49,"ABBONAMENTI MUSEI TORINO","10128",0,4,0,56,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10125",1,4,4,82,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10073",5,4,15,70,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10125",0,5,0,20,"0"
44,"ABBONAMENTI MUSEI TORINO","10156",5,3,28,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10147",5,8,44,34,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10132",3,7,28,17,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10139",4,1,30,67,"1"
44,"ABBONAMENTI MUSEI TORINO","10144",8,4,81,64,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10128",6,5,52,44,"0"
44,"ABBONAMENTI MUSEI TORINO","10048",2,6,6,27,"0"
44,"ABBONAMENTI MUSEI TORINO","10048",1,5,3,58,"0"
44,"ABBONAMENTI MUSEI TORINO","10139",7,4,43,47,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",6,3,22,75,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",2,9,26,39,"0"
44,"ABBONAMENTI MUSEI TORINO","10121",7,33,144,60,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",8,13,146,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",6,10,79,67,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10078",0,3,0,70,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10137",3,3,18,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10078",2,2,5,65,"0"
49,"ABBONAMENTI MUSEI TORINO","10045",0,4,0,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10060",7,16,136,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10043",0,2,0,55,"1"
49,"ABBONAMENTI MUSEI TORINO","10132",0,2,0,49,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10036",2,0,6,49,"1"
44,"ABBONAMENTI MUSEI TORINO","10078",1,5,5,54,"0"
44,"ABBONAMENTI MUSEI TORINO","10062",1,3,4,64,"0"
44,"ABBONAMENTI MUSEI TORINO","14100",8,6,64,44,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10078",0,3,0,19,"0"
44,"ABBONAMENTI MUSEI TORINO","10070",8,7,73,63,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10073",0,2,0,22,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10071",4,17,80,65,"0"
44,"ABBONAMENTI MUSEI TORINO","12022",2,9,7,42,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10023",7,2,26,68,"0"
49,"ABBONAMENTI MUSEI TORINO","10134",0,1,0,48,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","62100",2,5,38,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",8,9,55,71,"0"
44,"ABBONAMENTI MUSEI TORINO","10022",1,14,11,47,"0"
30,"OFFERTA SU QUANTITATIVO 30€","14015",0,6,0,60,"1"
44,"ABBONAMENTI MUSEI TORINO","14022",1,7,10,46,"0"
49,"ABBONAMENTI MUSEI TORINO","10144",0,17,0,31,"0"
44,"ABBONAMENTI MUSEI TORINO","10126",2,5,18,60,"0"
44,"ABBONAMENTI MUSEI TORINO","10040",1,8,13,42,"0"
28,"OFFERTA CONVENZIONE 28€","10121",1,0,2,19,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10128",2,3,14,29,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10122",0,1,0,29,"1"
44,"ABBONAMENTI MUSEI TORINO","28100",0,3,0,54,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10078",5,6,65,70,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10031",1,0,5,74,"1"
44,"ABBONAMENTI MUSEI TORINO","10070",2,12,5,49,"0"
44,"ABBONAMENTI MUSEI TORINO","10050",1,12,19,48,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",8,17,84,80,"0"
49,"ABBONAMENTI MUSEI TORINO","10010",0,9,0,28,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",2,2,16,67,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",2,0,7,70,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",8,17,47,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10090",5,8,48,63,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10148",1,0,0,21,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",1,4,7,45,"1"
49,"ABBONAMENTI MUSEI TORINO","10127",0,14,0,49,"0"
28,"OFFERTA CONVENZIONE 28€","10038",1,2,4,19,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",5,3,13,71,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10024",7,4,75,61,"1"
44,"ABBONAMENTI MUSEI TORINO","10093",2,0,10,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",1,16,8,71,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","43014",1,4,2,37,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10125",1,1,5,72,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10126",3,4,18,58,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10100",1,3,5,59,"0"
49,"ABBONAMENTI MUSEI TORINO","10128",0,5,0,54,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10138",0,4,0,75,"0"
49,"ABBONAMENTI MUSEI TORINO","14037",0,6,0,50,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",0,4,0,13,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",4,13,28,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10066",6,9,61,64,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10125",0,6,0,11,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10125",0,6,0,9,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10128",5,1,24,79,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10139",7,5,41,78,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10121",0,1,0,29,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",7,5,62,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10125",1,14,5,42,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","13836",1,6,21,67,"1"
28,"OFFERTA CONVENZIONE 28€","10125",0,0,0,15,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10043",5,1,20,27,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10043",3,4,9,31,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10099",0,44,0,66,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10034",4,12,54,38,"0"
44,"ABBONAMENTI MUSEI TORINO","13100",3,11,31,62,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10099",7,2,29,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10078",8,7,42,47,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","13851",0,1,0,73,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10090",4,0,21,30,"1"
44,"ABBONAMENTI MUSEI TORINO","10139",8,8,71,51,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10127",3,5,20,79,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10146",1,0,1,34,"0"
49,"ABBONAMENTI MUSEI TORINO","10137",0,13,0,63,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10133",0,0,0,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10061",2,9,22,65,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10132",0,7,0,35,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10142",0,0,0,79,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","12084",3,0,11,24,"0"
44,"ABBONAMENTI MUSEI TORINO","10125",0,5,0,31,"0"
44,"ABBONAMENTI MUSEI TORINO","12022",0,13,0,50,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10126",7,1,9,74,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","12084",2,3,10,47,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10143",0,13,0,55,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10090",2,11,25,37,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10136",0,6,0,78,"1"
30,"OFFERTA SU QUANTITATIVO 30€","12084",0,12,0,51,"1"
44,"ABBONAMENTI MUSEI TORINO","10134",2,0,19,48,"0"
49,"ABBONAMENTI MUSEI TORINO","10100",0,0,0,63,"1"
44,"ABBONAMENTI MUSEI TORINO","10132",1,0,4,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",1,1,1,58,"1"
44,"ABBONAMENTI MUSEI TORINO","10034",7,3,38,45,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10124",0,1,0,83,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10125",2,0,2,24,"1"
49,"ABBONAMENTI MUSEI TORINO","12042",0,2,0,61,"1"
44,"ABBONAMENTI MUSEI TORINO","10139",1,10,15,29,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10132",1,4,1,68,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10090",5,1,41,76,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10128",5,3,20,70,"1"
44,"ABBONAMENTI MUSEI TORINO","12100",0,7,0,58,"0"
49,"ABBONAMENTI MUSEI TORINO","10141",0,10,0,32,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10045",4,0,13,73,"1"
44,"ABBONAMENTI MUSEI TORINO","10045",2,2,0,49,"1"
44,"ABBONAMENTI MUSEI TORINO","10100",2,9,17,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10045",1,9,9,63,"1"
44,"ABBONAMENTI MUSEI TORINO","10139",1,21,32,51,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10020",1,0,1,70,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10093",5,8,41,53,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",5,1,32,48,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",4,0,24,14,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10122",0,4,0,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10095",5,23,83,59,"0"
49,"ABBONAMENTI MUSEI TORINO","10046",3,4,9,35,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10090",1,8,5,29,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",8,3,89,67,"0"
44,"OFFERTA SU QUANTITATIVO 44€","14024",0,5,0,42,"0"
44,"OFFERTA SU QUANTITATIVO 44€","14017",4,9,46,34,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10133",0,6,0,22,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",7,0,18,71,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",8,2,45,83,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10136",3,2,7,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",3,3,10,46,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10024",6,6,46,37,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",7,7,48,74,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",4,4,31,53,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10095",2,8,21,81,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10131",6,2,12,70,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",3,4,9,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10131",7,1,26,48,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10135",1,11,2,20,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10134",7,3,49,77,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10144",0,5,0,62,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10122",0,0,0,21,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10127",0,1,0,54,"1"
44,"OFFERTA CONVENZIONE 33€","10098",0,6,0,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10134",8,7,73,45,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",8,3,26,71,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10128",1,4,11,42,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10137",0,4,0,26,"1"
44,"ABBONAMENTI MUSEI TORINO","10134",8,6,81,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10131",2,0,0,19,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10122",7,6,32,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10129",8,3,61,85,"0"
28,"OFFERTA CONVENZIONE 28€","10036",1,1,0,16,"0"
44,"ABBONAMENTI MUSEI TORINO","10080",0,8,0,60,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10081",4,1,14,24,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","13836",4,6,32,38,"0"
44,"ABBONAMENTI MUSEI TORINO","10135",6,12,78,62,"0"
49,"ABBONAMENTI MUSEI TORINO","13856",1,14,19,49,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10128",4,1,8,87,"0"
44,"ABBONAMENTI MUSEI TORINO","10135",2,3,4,45,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",8,22,69,76,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10135",5,9,52,25,"0"
44,"ABBONAMENTI MUSEI TORINO","10154",2,5,31,59,"1"
28,"OFFERTA CONVENZIONE 28€","10127",1,8,18,18,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10138",3,0,12,55,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10143",0,0,0,66,"1"
49,"ABBONAMENTI MUSEI TORINO","10123",5,0,19,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10146",3,9,12,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",2,14,35,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10123",4,2,8,86,"0"
28,"OFFERTA CONVENZIONE 28€","10100",0,7,0,15,"0"
49,"ABBONAMENTI MUSEI TORINO","10144",0,2,0,40,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10144",5,19,54,68,"0"
49,"ABBONAMENTI MUSEI TORINO","10124",0,4,0,38,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",7,1,32,80,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10100",1,4,8,67,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10141",0,2,0,66,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10040",1,2,2,49,"1"
49,"ABBONAMENTI MUSEI TORINO","10137",3,4,10,49,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10060",0,4,0,41,"1"
28,"OFFERTA CONVENZIONE 28€","10121",0,0,0,63,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",3,7,25,39,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",5,16,92,50,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",1,14,13,33,"0"
49,"ABBONAMENTI MUSEI TORINO","10024",6,4,29,52,"0"
44,"ABBONAMENTI MUSEI TORINO","10036",4,9,44,57,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10048",4,12,38,72,"0"
49,"ABBONAMENTI MUSEI TORINO","10137",0,5,0,32,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10025",8,2,11,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10064",1,34,29,39,"0"
44,"ABBONAMENTI MUSEI TORINO","10068",8,12,95,62,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10137",0,4,0,20,"0"
44,"ABBONAMENTI MUSEI TORINO","10122",2,9,17,53,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10141",8,7,62,43,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10024",7,1,20,66,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",1,5,27,62,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10122",0,7,0,74,"0"
44,"ABBONAMENTI MUSEI TORINO","10094",1,0,11,64,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",4,10,69,66,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",8,4,82,76,"0"
44,"ABBONAMENTI MUSEI TORINO","10129",3,9,12,36,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10025",7,15,100,70,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10137",6,22,124,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10066",6,7,47,61,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10137",1,15,11,26,"0"
49,"ABBONAMENTI MUSEI TORINO","10025",0,9,0,46,"0"
44,"ABBONAMENTI MUSEI TORINO","10046",1,5,8,55,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10148",4,2,14,27,"1"
44,"ABBONAMENTI MUSEI TORINO","10135",0,2,0,52,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10137",0,1,0,65,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",4,8,14,70,"0"
44,"ABBONAMENTI MUSEI TORINO","10121",8,14,94,49,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",7,38,249,83,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",2,2,5,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10034",2,5,10,62,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10040",0,1,0,23,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",3,1,9,15,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10154",0,3,0,65,"0"
44,"ABBONAMENTI MUSEI TORINO","10093",3,1,9,55,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10095",0,4,0,24,"1"
44,"ABBONAMENTI MUSEI TORINO","10077",0,6,0,35,"0"
44,"ABBONAMENTI MUSEI TORINO","10143",7,3,81,64,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10040",1,13,9,26,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10098",0,6,0,27,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10131",8,8,84,72,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10154",0,10,0,76,"0"
44,"ABBONAMENTI MUSEI TORINO","12010",8,14,108,54,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","12100",7,2,22,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10138",0,16,0,49,"0"
49,"ABBONAMENTI MUSEI TORINO","12025",0,11,0,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10148",8,15,94,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10042",3,6,15,55,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10090",1,1,1,75,"0"
44,"ABBONAMENTI MUSEI TORINO","10139",6,9,38,64,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10040",3,3,9,65,"0"
30,"PASS 60 e VOUCHER OFFERTA 30€","10122",7,16,88,59,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10040",1,2,3,42,"1"
44,"ABBONAMENTI MUSEI TORINO","12010",4,3,41,47,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10156",4,4,27,78,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",6,6,41,73,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10154",0,0,0,47,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10088",1,18,14,51,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10100",2,8,23,53,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10042",1,1,0,22,"1"
49,"ABBONAMENTI MUSEI TORINO","10020",0,2,0,40,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",6,5,18,69,"0"
44,"ABBONAMENTI MUSEI TORINO","10141",5,7,29,45,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",5,5,35,20,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",5,3,34,67,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10100",0,2,0,27,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10124",0,9,0,27,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10067",0,14,0,25,"0"
49,"ABBONAMENTI MUSEI TORINO","10067",4,8,32,59,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",2,1,5,84,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10060",1,2,11,40,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","10146",2,3,11,29,"1"
28,"ABBONAMENTO RIDOTTO SCONTATO","12030",0,2,0,29,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","10152",0,4,0,23,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",5,2,34,74,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",5,2,50,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10132",8,4,83,70,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10125",6,2,29,47,"1"
30,"ABBONAMENTO MUSEI RIDOTTO","30100",6,12,120,70,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10121",8,13,232,87,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10146",1,5,5,60,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",5,1,13,71,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10141",5,3,54,67,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10137",7,5,109,75,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","15043",1,1,3,21,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10135",6,17,121,71,"0"
44,"ABBONAMENTI MUSEI TORINO","10060",2,6,10,63,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10125",8,6,63,71,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10144",7,0,27,86,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10143",5,8,30,68,"0"
44,"ABBONAMENTI MUSEI TORINO","10121",2,6,17,60,"0"
44,"ABBONAMENTI MUSEI TORINO","10127",2,5,21,51,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","12039",1,0,1,21,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10091",1,3,12,69,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10064",8,12,88,63,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10125",2,2,9,32,"1"
44,"ABBONAMENTI MUSEI TORINO","10154",1,4,1,40,"1"
49,"ABBONAMENTI MUSEI TORINO","10142",1,4,22,55,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10146",5,5,43,74,"0"
44,"ABBONAMENTI MUSEI TORINO","12039",1,2,4,47,"1"
44,"ABBONAMENTI MUSEI TORINO","10134",8,15,93,42,"0"
44,"ABBONAMENTI MUSEI TORINO","12033",3,1,29,61,"1"
44,"OFFERTA SU QUANTITATIVO 44€","10020",2,19,26,64,"0"
44,"ABBONAMENTI MUSEI TORINO","10100",3,3,13,65,"1"
44,"ABBONAMENTI MUSEI TORINO","10138",5,7,22,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10156",5,9,45,61,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10134",4,7,31,27,"1"
30,"PASS 60 e VOUCHER OFFERTA 30€","10125",1,7,7,43,"1"
30,"OFFERTA SU QUANTITATIVO 30€","10055",1,5,13,63,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10093",2,0,6,78,"1"
44,"ABBONAMENTI MUSEI TORINO","10125",6,17,92,57,"0"
44,"ABBONAMENTI MUSEI TORINO","10135",5,5,46,62,"0"
44,"ABBONAMENTI MUSEI TORINO","10149",5,10,34,36,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10022",6,3,61,59,"0"
44,"ABBONAMENTI MUSEI TORINO","10043",2,9,13,40,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10076",1,2,10,26,"0"
28,"ABBONAMENTO MUSEI RIDOTTO","10043",0,2,0,71,"0"
10,"ABBONAMENTO RIDOTTO SCONTATO","10100",0,6,0,22,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10144",8,6,34,48,"0"
28,"ABBONAMENTO RIDOTTO SCONTATO","10099",0,4,0,29,"0"
44,"ABBONAMENTI MUSEI TORINO","10136",2,0,4,47,"0"
30,"ABBONAMENTO MUSEI RIDOTTO","10090",2,3,0,25,"1"
28,"ABBONAMENTO MUSEI RIDOTTO","10153",2,2,20,74,"0"
49,"ABBONAMENTI MUSEI TORINO","10136",0,20,0,29,"0"
44,"OFFERTA SU QUANTITATIVO 44€","10138",3,10,30,61,"0"
44,"ABBONAMENTI MUSEI TORINO","10028",1,10,16,56,"1"
44,"ABBONAMENTI MUSEI TORINO","10073",2,3,12,59,"0"
49,"ABBONAMENTI MUSEI TORINO","10129",0,2,0,41,"1"
10,"ABBONAMENTO RIDOTTO SCONTATO","10060",1,2,0,21,"0"
44,"ABBONAMENTI MUSEI TORINO","10129",0,1,0,48,"0"
44,"ABBONAMENTI MUSEI TORINO","10139",6,10,50,55,"0"
44,"ABBONAMENTI MUSEI TORINO","10024",2,20,8,48,"0"
30,"OFFERTA SU QUANTITATIVO 30€","10149",1,2,2,40,"0"
44,"ABBONAMENTI MUSEI TORINO","14020",0,2,0,43,"1"
